ko_1,ko_2,ctrl_1,ctrl_2
0.15,0.33,0,0
0.05,0.05,0.02,0
0.17,0.28,0,0.09
3.56,4.36,6.06,0.05
0.04,0.01,0.03,0.02
0.69,0.3,0.67,0.95
4.23,2.65,0.12,0.44
0.03,0.02,0,0.05
45.78,49.67,39.9,100.07
23.82,20.21,17.27,34.52
0.1,0,0.18,0
0.14,0.27,0.37,0.14
43.8,35.73,49.14,67.07
7.67,6.72,11.03,17.28
0.26,0.83,0.63,1.68
5.08,4.73,4.89,4.15
0.5,0.44,0.22,1.23
0.02,0,0,0.05
0.08,0.07,0.04,0
11.72,10.94,4.35,8.21
1.87,1.83,1.76,1.78
95.39,102.31,114.76,135.22
0.17,0.02,0.07,0.18
0.01,0,0,0
1.67,1.64,1.62,2.06
11.42,7.35,13.34,10.72
6.45,6.63,8.53,7.29
0.44,0.72,1.24,1.81
0.03,0.06,0.03,0.06
3.06,5.25,1.9,1.9
13.19,14.8,4.08,2.66
1.75,1.07,0.56,0.87
11.61,10.58,3.48,14.55
0.09,0.12,0.32,0.57
0.66,0.29,0.26,0.78
3.09,2.79,2.38,4.89
0.06,0.16,0.42,0.5
5.17,5.28,6.84,15.74
0.13,0,0,0.14
54.6,55.86,27.5,50.92
0,0.02,0,0
0.79,0.77,1.69,2.7
0,0,0.29,0
0,0,0.2,0.04
0.78,1.82,3.03,4.16
0,0.09,0,0
2.9,2.59,2.84,3.02
1.41,1.2,1.97,2.19
19.51,21.9,24.53,25.77
0.03,0,0,0
0,0.08,0,0
18.53,20.07,33.52,44.59
51.23,54.56,48.07,78.66
0.14,0.1,0.14,0.08
0,0,0.2,0.31
0,0,0.02,0
0.15,0,0,0
18.38,16.86,15.57,14.21
0,0.03,0,0.09
1.38,1.47,3.78,1.84
7.21,6.76,1.7,2.4
0.27,0.25,0.22,0.59
0.01,0.01,0,0
6.28,6.42,35.72,38.83
0,0.01,0.03,0.01
0.03,0,0,0
0,0.12,0.32,0.3
473.61,404.56,886.97,707.18
0.03,0.05,0.18,0.17
0.02,0.03,0,0.05
0.29,0.95,0.16,0.06
0.61,0.41,0.49,0.57
0.64,0.63,2.95,0.68
0.48,0.36,0.94,3.48
0.01,0.05,0.04,0.32
0.08,0,0,0
0.05,0,0,0
0.03,0,0,0.03
0,0,0.26,0
6.21,6.53,7.1,5.87
0.34,0.21,0,0
26.59,32.47,33.42,26.18
9.78,10.12,7.88,8.37
0.05,0.03,0,0
0,0,0.13,0.08
23.76,24.57,25.65,38.88
7.49,8.72,15.95,16.88
1.29,1.35,2.01,1.79
12.93,12.41,7.15,43.56
1.08,1.59,0.84,0.95
0.23,0.08,0.65,0
1.92,2.25,2.13,3.04
0,0,0,0.09
9.84,7.59,3.83,7.51
1.21,0.69,0.11,0.23
7.05,7.15,8.48,9.69
0.02,0,0,0
0,0.06,0,0
0.2,0,0,0
0,0.22,0.15,0
9.03,8.1,12.2,17.88
79.11,90.66,142.92,145.45
1.34,2.07,14.31,13.71
2.74,2.82,3.47,3.43
0.15,0.09,0.02,0.07
3.27,3.64,1.71,2.74
0.09,0.11,0.16,0.32
3.99,4.35,4.87,4.31
0,1.04,0,0
12.52,11.32,7.49,12.62
0,0,0,0.34
10.37,10.98,18.81,19.71
17.84,18,31.08,30.92
5.89,5.01,4.96,8.97
0.67,0.28,0.38,1.59
3.94,5.32,14.06,10.42
36.74,38.27,42.97,70.05
0.33,0.11,0.07,0
64.31,59.97,19.82,22.64
0.06,0.34,0.83,0.48
0,0.12,0,0
0.12,0.11,0,0.12
0.96,1.49,1.61,1.5
1.22,1.25,0.03,0.72
0.02,0,0,0
0,0,0.02,0.03
10.31,10.25,10.15,17.01
0.98,0.79,1.34,0.88
0.18,0.69,0,0
0.07,0,0,0
22.95,19.13,10.03,5.46
19.09,19.68,29.15,39.07
0.94,1.69,5.3,15.2
1.17,1.24,2.04,1.17
0.02,0,0,0
0.44,0.69,0,0.02
0.2,0.36,0.22,0.11
5.57,8.06,25.45,14.62
20.86,21.52,12.47,29.98
8.36,7.61,2.57,4.69
0.09,0,0,0.36
10.38,10.39,10.79,7.58
0.44,0,0,0
0.71,0.52,1.23,1.29
16.39,13.71,12.25,12.37
42.88,41.8,78.87,80.94
0,0,0.26,0
0,0.15,0,0
0.12,0.1,0.07,0
0.12,0.1,0.09,0.26
0.02,0,0,0
4.83,5.02,4.69,10.17
15.93,16.18,18.46,12.45
0,0.06,0,0
0.07,0.08,0,0.05
0,0.04,0.15,0.03
0.28,0.36,0.1,0.2
14.13,11.61,2.26,4.05
0.76,0.11,0.36,0.36
0.04,0,0.03,0.12
6.44,16.26,15.96,22.28
23.63,28.3,19.41,14.91
73.05,79.37,152.46,142.96
13.45,13.38,36.19,28.22
0,0,0,0.17
0.1,0.09,0.15,0.05
23.6,25.39,42.47,32.66
2.25,2.03,1.61,3.17
6.38,5.67,1.04,1.85
11.6,13.38,11.06,8.19
0,0,0.08,0
0.01,0.02,0.03,0.05
3.32,4.27,5.52,7.16
0.28,0.32,0.22,0.4
0.74,0.81,0.36,1.07
0.71,0.44,0.43,1.52
11.28,9.51,16.56,21.77
0,0.06,0,0
0.15,0,0,0
0.03,0,0,0
30.44,27.22,31.97,29.3
0.05,0.06,0.06,0.02
0,0.02,0,0
77.17,64.68,27.01,21.55
0.04,0,0,0
0.34,0.21,0.23,0.33
0,0.08,0,0
0.06,0,0,0
8.85,8.6,18.44,19.76
17.99,15.23,19.89,38.72
0.08,0,0,0
0.11,0.13,0.03,0.03
0,0.02,0,0
0,0,0.38,0
0.39,0.21,0.16,1.13
7.21,7.99,6.62,13.81
2.47,2.62,3.1,3.73
0.07,0.02,0,0
0.06,0.08,0,0
0.14,0.1,0.28,0.07
0.01,0.02,0,0
0,0,0,0.2
0,0.02,0,0.01
13.42,12.36,5.28,6.23
0,0.07,0,0
92.35,89.57,168.4,123.07
21.69,23.09,25.95,32.13
2.03,1.69,0.27,1.01
12.02,10.4,7.13,8.02
39.74,41.58,4.44,10.24
1.85,1.92,5.15,6.12
0,0.02,0.03,0.04
1.27,1.78,1.54,6.38
43.23,42.78,58.94,47.98
0.03,0.03,0.01,0
0.21,0.14,0.23,0.2
1.5,1.92,1.49,1.38
8.26,8.46,15.41,12.99
12.24,13.47,14.28,17.03
10.32,9.75,4.53,4.65
10.81,9.76,17.18,21.84
6.76,6.7,11.44,7.94
10.67,11.95,7.39,9.46
0.06,0,0.11,0
0.19,0.3,0.07,0
22.21,31.44,35.63,51.43
463.36,393.48,150.69,195.25
0.01,0.05,0,0
0.27,0.12,0.16,0.13
0.07,0.11,0.03,0.04
3.76,4.58,8.63,6.99
4.07,9.73,12.36,8.23
0.87,0.63,0.65,0.66
0.22,0.14,0.86,0.57
23.56,24.21,68.55,69.17
0,0,0.13,0
0.14,0,0.24,0.53
0.21,0.03,0.02,0.06
0.23,0.14,0,0
2.94,2.72,1.6,1.42
0.71,0.72,0.81,0.95
9.14,8.66,10.1,15.69
29.8,31.58,33.69,24.22
0.03,0.07,0.03,0
0.13,0.52,0.31,0.28
2.27,1.63,0.97,3.24
43.31,37.84,36.84,21.18
0.12,0,0.6,0.62
47.57,44.84,52.51,39.57
0.08,0.27,0.99,1.46
1.78,2.04,23.29,20.26
282.8,262.38,667.86,481.7
41.21,49.14,61.65,98.8
0.07,0.05,0,0
4.95,4.77,29.47,31.3
0.47,0.43,0.2,0.15
0,0,0,0.21
0.45,0.25,0.09,0.22
0,0,0,0.06
2.78,2.06,3.94,7.02
3.84,4.28,7.74,5.58
210.48,259.26,438.56,270.5
3.86,4.58,5.28,5.11
53.5,55.73,57.2,75.77
0.55,0.76,6.72,5.25
9.84,10.73,12.22,21.32
0.15,0.07,0.37,0.43
8.26,10.79,10.32,19.43
0.02,0,0.03,0
1.15,0.95,1.28,1.94
1.15,0.94,1.02,1.36
0.97,1.11,0.47,0.29
15,12.12,17.63,23.48
7.53,6.29,5.24,24.47
9.3,8.98,7.22,5.74
60.02,63.83,99.91,147.45
2.49,2.68,1.65,3.51
11.03,11.55,9.88,11.47
7.76,8.03,7.25,5.46
0,0.07,0,0.12
0.32,0.36,0.02,0.05
232.04,218.88,150.8,254.34
0,0,0,0.04
1.31,1.11,0.39,0.27
9.09,9.23,12.33,10.84
17.77,18.08,27.95,21.89
0.03,0,0,0.04
0,0.02,0,0
0.56,0.46,0,0
5.18,4.79,1.71,4.94
0,0.04,0.02,0
27.94,25.51,28.88,38.49
3.19,3.31,3.93,4.12
54.26,82.08,103.38,96.69
3.25,3.2,2.15,4.04
0.72,0.65,1.16,1.73
423.37,405.88,237.01,348.85
329.15,389.6,492.71,647.32
26.13,28.09,106.12,98.84
0.06,0.02,0.01,0.02
0.04,0,0,0
42.27,41.77,23.85,22.01
0.15,0.24,0.46,0.15
9.85,9.46,0.71,1.02
7.98,7.81,5.31,10.69
21.72,29.12,35.88,49.73
5.12,5.7,2.97,3.13
0,0,0.02,0
0,0.16,0.17,0
0,0.24,0,1.13
0.06,0.08,0.39,0
0.02,0,0,0
0.09,0.12,0.16,0
0,0.14,0,0
0.46,0.29,0.31,0.2
23.69,25.11,38.49,25.78
42.93,43.81,48.55,36.7
9.74,8.83,7.18,10.87
28.74,28.88,88.63,83.99
0.28,0.54,0.15,0.34
8.56,8.15,3,3.85
6.18,6.2,6.03,14.49
6.99,5.44,5.17,7.14
0.01,0,0.08,0.1
8.94,8.56,3.29,4.79
218.23,255.63,184.41,168.84
0,0,0.04,0
0.26,0.28,0.15,0.09
129.15,155.32,183.42,140.83
2.73,2.43,5.94,6.79
4.38,3.55,6.92,7.23
29.82,29.73,34.64,35.11
0.94,0.7,2.34,1.43
0.03,0,0.11,0
3.5,4.5,6.89,9.41
0,0.06,0,0
24.88,25.11,37.77,37.84
0,0.12,0.14,0.26
0,0,0.03,0
0,0.21,0,0.33
0,0,0,0.12
0.98,0,0,0
1.22,0.64,0.7,0.4
14.4,16.63,30.4,47.32
2.73,2.73,1.88,2.74
0.32,0.76,0.74,0
4.84,4.22,3.21,3.61
6.95,7.46,6.78,6.87
0.06,0.17,0.12,0.23
36.41,38.46,41.36,34.04
0.42,0.56,1.2,0.79
0.68,0.47,0.58,1.31
0.2,0.43,0.7,0.14
0.3,0.54,0,0
9.13,8.31,19.78,17.56
0.03,0.12,0,0.11
0.01,0.01,0,0
0.27,0,0,0
0,0,0.2,0
39.32,38.63,89.09,90.96
0.14,0.22,0.07,0.09
0.92,0.85,0.74,0.39
1.49,3.21,2.94,9.64
0,0,0,0.12
362.5,359.6,1031.13,1864.04
28.1,29.91,34.54,38.63
0.96,0.54,0.31,0.73
0.03,0.1,0.03,0.03
0,0.02,0,0
0.83,0.77,1.4,2.59
143.22,106.7,37.28,55.82
9.98,8.52,3.52,12.46
0.02,0.06,0,0
0.18,0.36,0.12,0.1
0.07,0.06,0,0.12
2.56,2.3,14.09,23.84
0.34,0.22,0.2,0.4
35.2,35.99,46.22,47.46
0.04,0.03,0.14,0.04
0.87,0.91,0.73,0
0.02,0.01,0,0
0,0.04,0,0
0.09,0,0,0
16.99,19.9,45.99,28.76
13.94,15.24,15.91,14.35
3.34,3.09,2.07,2.42
1.73,1.41,2.03,2.2
0,0,0,0.18
114.05,100.32,40.22,25.6
7.18,7.04,13.15,10.32
0,0.02,0,0
0.21,0.25,0.26,0.15
59.54,73.94,254.38,237.37
15.69,16.16,19.44,31.57
9.76,9.59,6.01,9.89
41.13,39.98,60.98,62.79
0.35,0.56,0,0.18
0.79,0.74,0.84,0.81
0.6,0.91,0.33,0.1
0.13,0.11,0.02,0
108.5,122.86,116.32,88.9
0.53,1.32,0.63,0.68
1.87,1.35,1.14,1.23
8.43,6.7,8.05,10.87
0.01,0.01,0.04,0.04
0.03,0.03,0,0.1
0.19,0.04,0.06,0
3.12,2.57,1.24,1.84
5.68,5.22,5.58,13.44
5.39,5.2,1.62,0.67
0.03,0.06,0,0.06
76.83,111.82,107.47,121.02
0,0.03,0,0
5.35,6.21,6.32,4.66
0.43,0.1,0.19,0.09
0,0.13,0.35,0.2
0,0,0.11,0.39
44.52,37.75,38.26,72.34
11.15,10.86,11.65,18.24
0.06,0.05,0.29,0.39
9.47,7.96,2.22,5.05
0.07,0,0,0
26.47,25.94,28.03,24.08
0.02,0.06,0.04,0.08
0,0,0.09,0
5.5,6.2,3.99,2.57
0.01,0,0,0
0.06,0,0,0
0,0.22,1.5,1.05
8.87,8.46,13.35,10.46
0.02,0.17,0,0
9.09,9.52,6.28,10.31
6.36,7.87,9.22,6.72
0,0.02,0,0
43.33,41.34,68.5,48.75
0.12,0.28,0.02,0.02
0.06,0.01,0.08,0.13
2.89,2.86,6.38,8.88
2.32,2.77,2.16,1.15
39.81,42.07,56.25,65.76
3.61,5.05,5.06,17.52
0,0.07,0,0.11
0.03,0.09,0,0
4.66,4.1,13.13,15.22
15.52,14.31,11.17,25.65
17.45,17.87,20.68,30.18
0.07,0,0,0
3.28,3.52,0.9,1.62
0,0.03,0,0
3.62,3.18,6.03,8.5
0.09,0.06,0.05,0.2
0.13,0.09,0.12,0
5.39,4.74,5.6,6.58
67.04,60.68,31.69,33.3
573.14,616.36,420.5,839.24
6.39,6.35,5.65,10.22
4.91,4.65,12.52,16.78
0.8,0.8,0.47,0
17.47,18.09,35.94,41.32
10.62,8.28,3.75,7.27
0.02,0,0,0.02
2.85,2.71,3.17,2.39
0.42,0.88,0,0.17
0.04,0,0,0
9.39,11.61,7.45,12.97
0,0.01,0,0
1.06,0.58,0.97,2.8
0.06,0.13,0.05,0.2
0,0,0.12,0
0,0,0.02,0
0.1,0.11,0.1,0.01
15.89,13.72,18.93,13.2
0.67,0.67,0.78,2.08
0,0,0,0.3
0.05,0,0,0
0,0.03,0,0
0.04,0.05,0.1,0.31
7.59,7.32,0.88,1.62
3.4,2.08,1.97,5.08
0.09,0.18,0.02,0.5
0.03,0,0,0.04
10.95,12.48,22.87,20.1
0.02,0.02,0,0
3.85,4.19,13.45,12.74
0,0.03,0,0
4.22,5.13,6.58,6.67
0.17,0.4,0,0.37
0.11,0.11,0.4,0.24
0.28,0.47,1.26,0.71
0.04,0,0.07,0
0.37,0.69,0,0
0.01,0.01,0.03,0.01
4.8,4.72,6.23,7.38
0.33,0.35,0.33,0.27
5.23,5.46,9.79,8.36
0,0,0.09,0
85.7,56.17,18.15,7.14
0,0,0.01,0
0.58,0.73,0.25,0.58
32.78,36.26,25.02,66.95
0,0,0.07,0
12.26,12.37,10.51,10.11
33.73,33.05,9.25,7.89
0.13,0.49,0.11,0
40.89,45.65,64.51,70.5
38.66,48.35,31.49,22.23
0.01,0,0,0
20.26,21.3,31.28,33.54
14.46,14.23,10.44,24.83
0.1,0,0,0
0,0,0,0.02
2,1.16,0.9,3.75
0.66,0.69,0.48,0.55
0.22,0.09,0,0.3
2.4,2.29,1.89,3.07
22.29,18.82,15.94,21.05
7.6,7.1,8.81,7.18
0.4,0.26,0.27,0.05
0.21,0.49,0.18,0.7
22.08,21.12,24.83,27.92
0,0.01,0,0
0.09,0.09,0.1,0.36
0.37,0.22,0,0.18
47.96,44.13,9.96,19.07
0.06,0,0,0
0.12,0.15,0,0.33
10.49,11.46,19.74,20.84
34,28.77,41.46,47.82
6.35,6.08,6.4,5.9
0,0,0,0.16
0.01,0.01,0.06,0.03
0.56,0.68,0.6,0.48
0,0.01,0,0
0.06,0.21,0.34,0.42
0.03,0.04,0,0
0.47,0.12,1.56,1.39
0.13,0.24,0.51,0.77
0.09,0.26,0.13,0.15
0,0,0,0.07
1.46,0.92,1.24,2.77
9.03,9,4.21,4.31
0,0.11,0,0.54
1.94,1.41,0.96,0.86
0.04,0.07,0.03,0.11
14.21,12.54,11.17,10.64
0.51,0.22,0.31,0.11
14.98,12.47,10.87,11.81
0.08,0.06,0.03,0.03
0.01,0,0.02,0
0.08,0,0.14,0.5
5.6,6.04,7.09,12.29
20.34,18.13,7.72,16.77
6.14,5.98,4.16,6.1
0.02,0,0,0
0,0.01,0.01,0
0.08,0.06,0.02,0.3
12.31,11.86,13.45,15.47
15.72,14.47,16.72,16.98
7.19,6.75,4.41,8.9
7.85,12.55,12.69,9.22
25.01,22.12,52.61,87.18
0.05,0.36,0,0
24.32,25.15,41.2,44.36
0.02,0.11,0,0.02
0.07,0.03,0,0
0.21,0,0,0
1.01,1.87,1.17,1.92
0.55,0.2,0.97,1.15
3.5,4.18,7.99,11.08
57.32,65.94,92.07,76.92
0.08,0.1,0,0
8.81,10.2,4.58,6.31
0.28,0.37,0.25,0.1
0.18,0.36,0,0.08
75.35,95.46,92.98,85.53
20.49,20.41,20.47,20.19
8.78,10.37,8.33,9.02
24.26,24.46,27.49,33.16
13.44,12.89,4.69,10.68
22.07,20.25,34.23,30.59
3.67,3.42,5.76,7.77
1.19,0.86,0.03,0.38
2.21,2.09,4.66,3.89
1.23,1.11,2.96,2.25
2.79,2.74,5.42,5.99
0.04,0,0,0
0.85,1.03,1.61,1.16
19.71,24.86,25.84,34.23
35.89,42.93,57.52,75.19
0.25,0.21,0.24,0.23
57.52,60.41,64.07,55.99
36.57,35.68,59.21,60.21
0,0,0,0.04
16.54,17.74,19.19,30.77
1.03,0.21,0.57,2.35
0.1,0.25,0.17,0.58
31.86,32.79,37.89,38.32
0.06,0.08,0.11,0.42
43.72,50.65,66.19,38.28
1.58,1.16,0.57,0.25
5.01,5.34,10.36,8.22
21.88,20.76,18.06,15.9
0,0.06,0,0
15.14,16.34,8.52,18.48
61.41,53.08,25.91,24.9
0,0,0.01,0.01
0.87,1.24,0.96,1.74
21.46,19.29,21.77,18.11
1.87,2.45,5.9,4.11
0.15,0.12,0.17,0.34
1.01,0.69,1.15,1
12.31,10.39,23.79,30.43
0.44,0.33,0.55,0.11
23.64,14.96,8.07,5.71
1.77,1.38,1.4,1.54
0.66,0.43,1.93,3.13
7.74,9.27,15.02,17.89
0.01,0,0,0
125.52,112.97,111.26,83.18
0,0.05,0.03,0
27.79,21.97,24.93,27.8
0.02,0,0,0
12.91,14.45,17.18,9.63
0.35,0.32,0.15,0.12
0.06,0.05,0.11,0.17
10.56,10.96,8.77,8.97
12.55,9.69,12.59,22.02
0,0.01,0,0.02
42.63,52.67,73.24,40.89
1.56,1.39,0.95,2.64
5.84,7.42,3.47,14.47
0.12,0.08,0.01,0.06
5.44,5.16,4.08,11.46
11.55,15.19,17.76,9.27
35.47,48.18,67.4,89.13
3.05,1.83,6.56,5.39
0.19,0.33,0,0.4
24.34,25.06,70.04,84.64
0.76,0.78,1.23,1.43
8.45,8.73,2.25,1.75
6.81,5.47,8.66,20.5
0.96,0.73,0.14,3.85
48.63,55.43,45.04,70.45
0.12,0.47,0,0
9.58,9.49,8.89,6.45
6.08,6.15,11.01,8.73
0.04,0,0,0
0,0,0.03,0
0.04,0,0,0
0,0,0.06,0
7.89,8.65,0.91,1.69
0.1,0.13,0,0.21
0.29,0.18,0.11,0.19
0.06,0.32,0.32,0.64
2.87,1.82,2.29,9.72
14.12,14.2,24.79,21.22
0.02,0,0,0
1.36,0.96,1.67,1.32
0.02,0,0,0
8.18,8.99,3.5,4.47
60.72,60.87,57.31,60.9
13.67,14.77,26.89,32.74
12.76,12.59,23.41,18.2
0.09,0.05,0.06,0.05
3.3,2.53,5.21,9.18
11.2,9.72,20.88,18.04
1.42,1.82,3.8,3.27
12.56,13.16,8.33,9.57
0.14,0,0,0
25.58,24.33,8.46,18.86
28.24,28.32,14.52,5.1
5.16,4.89,9.07,11.39
3.23,4.31,8,10.53
38.54,32.83,20.81,18.41
0,0.01,0,0
0.04,0,0,0
0.01,0,0,0
13.97,14.75,16.13,18.58
0.19,0,0.12,0
0,0.15,0,0
2.25,2.1,1.64,2.91
0.98,2.15,0.19,0.92
14.07,16.23,11.23,19.82
0.57,0.68,1.02,0.89
0.1,0.23,0,0
4.61,3.86,3.01,8.36
7.81,7.21,6.79,10.07
0.03,0.08,0.03,0.22
0,0.14,0,0.11
24.31,20.41,14.62,13.95
0.93,1.03,1.05,1.08
10.11,10.76,14.02,15.53
7.71,6.43,1.71,1.47
0.04,0.03,0,0
0.33,0.51,0.12,0
0.05,0,0,0
0.04,0.06,0,0.05
2.96,2.69,3.24,3.02
41.57,47.96,51.28,57.32
11.72,14.41,35.8,33.84
4.28,5.19,5.35,9.59
0.18,0.29,0.26,0.25
1.16,0.48,0.22,0.13
0.1,0.03,0.67,0.55
13.75,11.17,4.44,6.9
97.97,102.68,217.83,196.98
10.59,9.43,18.35,35.41
0.06,0.21,0.06,0
0,0,0.15,0
6.66,6.84,5.1,7.96
2.26,2.59,2.3,2.47
0.02,0.01,0,0
0,0,0.06,0
0.33,0.45,0.18,0.66
8.69,10.59,19.02,15.34
0.09,0.02,0.08,0.09
0.06,0,0,0
5.59,6.2,7.77,7.11
0.2,0.09,0.23,0
0,0.06,0,0
6.47,5.63,8.08,5.09
1.72,1.46,0.27,0.78
72.78,59.65,6.25,13.33
0,0,0.07,0.14
18.48,18.35,10.93,19.04
22.85,27.01,39.29,42.62
4.5,5.2,5.3,3.67
0.58,0.09,0.26,0.15
1.99,3.47,14.89,27.81
0.12,0,0,0
0.12,0,0,0
0.33,0,0,0
1.01,1.25,1.01,0.45
0,0,0,0.03
0.04,0.03,0,0
15.64,15.7,26.93,21.72
0.11,0,0.1,0
0,0,0.03,0
0.34,0.37,0.28,0.22
2.72,3.53,1.02,6.11
10.08,12.76,20.72,13.28
0.04,0.01,0.01,0.01
0.18,0.02,0.11,0.88
14.36,13.15,5.62,8.3
0.25,0.04,0.12,0
1.24,0.89,2.11,1.54
8.49,9.71,13.37,17.8
19.575000000000003,19.334999999999997,7.53,8.885
0.14,0,0.08,0
4.28,5.62,10.17,5.62
7.83,7.86,3.13,4.51
8.79,10.13,13.46,17.27
7.2,7.76,2.71,4.39
20.02,26.25,50.09,51.75
8.22,9.43,3.62,4.87
1.17,1.22,0.15,0.19
0.09,0.06,0,0.08
0.13,0.09,0.14,0.54
0.17,0.15,0.05,0.23
7.32,5.62,6.63,5.03
17.16,14.62,13.26,18.19
6.7,6.74,18.78,15.86
1.6,1.98,1.1,0.73
0.06,0.03,0,0
0.23,0.2,0,0
0,0.07,0.09,0
0.17,0.16,0,0
20.46,17.81,16.49,17.7
53.61,42.03,11.2,23.29
18.07,24.19,16.47,33.6
0.04,0,0,0
0.1,0.09,0.11,0.23
0,0,0,0.27
0,0.01,0.01,0
2.36,3.16,5.02,6.34
0.04,0.02,0,0
119.01,138.84,144.43,141.98
0,0.04,0,0.14
7.73,7.66,3.67,6.67
0,0.11,0.15,0
0.06,0.17,0,0
16.94,19.16,23.93,11.41
0.02,0.03,0,0
2.19,3.42,1.18,2.56
27.42,24.11,8.38,17.55
1.74,1.87,0.59,1.3
0,0,0,0.33
0,0,0.06,0
7.25,7.67,5.39,10.12
0,0,0.22,0.39
0.57,0.75,0.48,0.48
0.3,1.23,0.88,0.98
0.14,0.4,0,0
0.03,0.04,0.03,0.06
0.14,0.21,0.37,1.52
0.31,0.08,0.11,0
0,0,0.06,0.01
0,0.36,0,0.14
2.34,1.87,1.57,4.52
4.71,5.45,1.69,2.81
6.61,6.16,8.17,7.09
13.98,20.89,29.78,19.89
1.73,0.95,2.08,2.39
25.04,24.74,19.62,16.96
0,0.01,0,0
7.94,6.72,10.11,13.85
0.07,0.16,0.56,1.08
0.08,0.11,0.03,0.06
2.15,2.69,3.59,2.61
0.08,0.17,0.13,0.06
14.82,15.94,16.58,17.96
23.28,21.33,19.86,28.54
9.51,9.45,10.72,23.83
2.81,3.7,2.51,2.38
0.23,0.16,0.19,0.19
0.61,0.69,0,1.82
0,0,0.04,0
176.93,191.03,177.65,265.37
0,0,0,0.11
0.28,0.97,0.33,0
0.59,0.39,0.32,0.37
0.16,0.15,0,0.18
0.31,0.55,0.19,0.11
1.47,1.42,2.21,4.02
0.01,0.01,0.02,0.04
0,0,0,0.35
26.79,28.59,26.75,35.75
145.65,174.07,190.2,459.6
96.12,115.06,41.45,107.02
35.1,29.83,8.52,16.16
0.19,0.12,0.16,0.39
1.38,0.56,2.07,3.99
2.85,3.46,3.71,2.46
15.2,13.12,17.14,23.64
17.59,16.08,19.12,30.95
126.4,131.97,147.32,159.28
13.47,14.93,8.66,18.83
0,0.12,0,0.21
78.89,99.58,67.37,84.26
0.95,1.03,2.57,2.37
0,0.1,0,0
15.17,13.75,23.02,36.56
2.55,2.42,2.79,2.71
4.58,4.06,0.81,2.21
1.41,1.36,1.76,1.37
0.07,0.09,0.12,0
0.23,0.48,1.86,1.35
1.84,3.17,10.3,5.41
0.4,0.27,0.13,0.57
1.49,2.75,4.61,1.65
0.17,0.21,0,0.33
0,0.12,0,0
0,0.01,0,0
50.26,59.12,87.26,70.69
45.82,48.65,34.46,28.89
1.07,0.34,1.45,1.69
43.63,52.9,55.72,109.67
0.02,0.03,0,0
6.06,8.45,7.67,8.81
3.46,3.21,1.17,0.78
20.51,15.14,26.53,24.19
0.03,0.05,0.03,0.02
0.02,0,0,0
0,0.03,0,0
0.01,0.01,0.21,0.02
2.57,2.78,1.77,14.55
7.66,9.77,13.63,14.09
9.43,7.27,1.12,3.13
6.81,5.94,12.28,5.63
196.08,231.98,492.46,514.51
0.05,0.11,0,0.13
0.01,0,0.1,0.1
29.92,29.35,23.36,16.9
1.79,4.84,4.39,8.02
0.97,2.81,0.74,0.85
0,0,0,0.05
3.86,3.41,4.52,5.27
2344,3369.4,4126.74,2118.75
0.56,0.34,0.19,0.41
0.36,0.71,0.22,0.52
0.36,0.29,0.11,0.14
0,0,0.1,0
0.19,0.17,0.58,0.28
365.19,310.69,549.82,600.8
74.95,81.01,67.36,46.85
5.3,4.13,9.22,8.59
0.05,0,0,0
7.96,7.28,8.5,12.39
0.23,0.3,0.4,0.94
122.3,144.02,268.11,314.93
24.47,32.36,24.08,9.74
3.25,3.45,26.4,25.37
5.96,5.46,8.74,17.27
0.05,0.08,0.07,0.35
21,26.1,20.06,20.84
0.19,0.14,0.19,0.14
0.08,0.03,0,0
0.55,1.02,0.41,0.49
0,0,0.02,0
38.25,44.04,53.52,54.04
4.58,4.91,11.01,11.72
4.8,3.72,3.8,5.41
24.36,28.31,54.71,93.75
10.07,15.03,16.64,18.06
0.17,0.12,0.16,0.16
2.55,2.69,2.33,2.31
5.28,4.9,5.84,6.06
0.94,1.48,0.46,2.01
1.46,1.14,2.83,2.84
51.58,64.92,61.95,67.56
6.75,6.23,2.94,4.27
5.06,5.74,6.73,7.21
0,0,0.13,0
15.41,10.03,90.2,70.35
0.05,0.11,0.1,0.06
0.68,0.69,0.47,0.13
0.03,0,0.08,0.1
0.46,0,0,0.49
2.25,2.3,24.24,24.02
24.87,26.9,31.13,55.35
3.85,4.17,3.69,4.32
9.67,8.94,9.25,8.66
0.06,0.02,0.05,0.06
0.1,0.03,0.04,0.1
0.06,0.11,0.29,0.17
0.02,0.05,0.17,0.2
0.25,0.46,0.17,0.85
0.02,0,0,0
3.67,3.73,3.73,4.68
0,0,0.32,0
0.16,0.12,0.22,0.04
0.86,1.07,0.59,1.79
2.65,3.24,2.52,3.16
7.55,7.75,3.01,5.29
4.33,3.06,4.09,6.32
22.06,27.96,30.69,43.78
15.83,19.83,34.96,30.99
0,0,0.06,0
1.62,1.19,0.97,1.02
0,0,0.04,0
0.75,0.39,0.36,0.53
0.01,0.03,0,0.02
0.05,0.05,0,0
11.15,8.19,10.69,13.69
9.4,11.09,28.26,30.79
0.01,0.03,0.01,0.07
0.24,0.36,0.18,0.21
3.68,3.02,1.66,3.02
0.3,0.32,1.23,1.64
6.49,5.41,8.36,7.66
0,0.17,0,0
7.19,8.23,12.01,10.49
24.23,24.55,29.55,44.92
5.57,4.84,0.64,1.75
23.86,22.68,10.45,5.85
2.44,2.48,2.21,2.46
